age,gender,country,highest_deg,code_experience,current_title,industry,company_size,annual_comp
22-24,Woman,India,Master’s degree,I have never written code,Statistician,Academics/Education,0-49 employees,$0-999
22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
30-34,Man,India,Master’s degree,,,,,
55-59,Man,Morocco,Bachelor’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,0-49 employees,"10,000-14,999"
30-34,Man,Indonesia,Bachelor’s degree,I have never written code,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Other,250-999 employees,"15,000-19,999"
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10-20 years,Data Scientist,Retail/Sales,"1000-9,999 employees","60,000-69,999"
25-29,Man,Peru,Master’s degree,1-3 years,,,,
25-29,Man,India,Master’s degree,5-10 years,,,,
35-39,Man,Portugal,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Other,"10,000 or more employees","20,000-24,999"
22-24,Woman,Morocco,Bachelor’s degree,I have never written code,,,,
30-34,Man,India,Master’s degree,10-20 years,Data Scientist,Computers/Technology,"1000-9,999 employees",">$1,000,000"
18-21,Prefer not to say,Australia,Bachelor’s degree,< 1 years,,,,
25-29,Man,United States of America,Master’s degree,10-20 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,0-49 employees,"100,000-124,999"
22-24,Woman,India,Some college/university study without earning a bachelor’s degree,I have never written code,,,,
35-39,Man,Other,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Energy/Mining,50-249 employees,"25,000-29,999"
18-21,Man,Egypt,Bachelor’s degree,1-3 years,,,,
30-34,Woman,Poland,Bachelor’s degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"10,000 or more employees","40,000-49,999"
22-24,Man,Morocco,Master’s degree,3-5 years,Data Scientist,Computers/Technology,0-49 employees,"2,000-2,999"
55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,< 1 years,Currently not employed,,,
22-24,Man,India,Master’s degree,< 1 years,,,,
35-39,Woman,India,Doctoral degree,1-3 years,,,,
22-24,Man,India,Doctoral degree,1-3 years,,,,
22-24,Man,Turkey,Bachelor’s degree,< 1 years,,,,
35-39,Man,United States of America,Master’s degree,3-5 years,,,,
18-21,Man,United States of America,Doctoral degree,3-5 years,,,,
35-39,Man,Colombia,Master’s degree,1-3 years,,,,
25-29,Woman,India,Master’s degree,5-10 years,,,,
30-34,Man,Brazil,Bachelor’s degree,I have never written code,,,,
35-39,Prefer not to say,United States of America,Bachelor’s degree,1-3 years,Data Scientist,Other,0-49 employees,
25-29,Man,France,Master’s degree,1-3 years,Currently not employed,,,
22-24,Woman,Malaysia,Master’s degree,< 1 years,"Manager (Program, Project, Operations, Executive-level, etc)",Non-profit/Service,0-49 employees,"3,000-3,999"
50-54,Man,Japan,Some college/university study without earning a bachelor’s degree,20+ years,Currently not employed,,,
18-21,Man,Thailand,,,,,,
18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
25-29,Man,Taiwan,I prefer not to answer,5-10 years,Machine Learning/ MLops Engineer,Computers/Technology,0-49 employees,"2,000-2,999"
22-24,Woman,Turkey,Master’s degree,1-3 years,,,,
40-44,Man,Pakistan,Doctoral degree,10-20 years,,,,
25-29,Man,India,I prefer not to answer,< 1 years,Currently not employed,,,
22-24,Man,India,Master’s degree,I have never written code,,,,
30-34,Man,India,Master’s degree,1-3 years,Machine Learning/ MLops Engineer,Retail/Sales,0-49 employees,"10,000-14,999"
35-39,Man,Japan,Doctoral degree,5-10 years,Data Scientist,Manufacturing/Fabrication,"1000-9,999 employees","10,000-14,999"
40-44,Woman,United States of America,I prefer not to answer,< 1 years,Research Scientist,Manufacturing/Fabrication,0-49 employees,"5,000-7,499"
18-21,Man,Pakistan,I prefer not to answer,I have never written code,,,,
25-29,Man,United States of America,Master’s degree,3-5 years,,,,
30-34,Man,India,Bachelor’s degree,1-3 years,Machine Learning/ MLops Engineer,Accounting/Finance,50-249 employees,$0-999
40-44,Man,Israel,Doctoral degree,5-10 years,Currently not employed,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
25-29,Man,Pakistan,Master’s degree,1-3 years,,,,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
18-21,Man,India,Master’s degree,< 1 years,,,,
18-21,Man,Mexico,Bachelor’s degree,3-5 years,,,,
22-24,Woman,United States of America,Bachelor’s degree,3-5 years,,,,
18-21,Man,Russia,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
18-21,Woman,India,Bachelor’s degree,< 1 years,,,,
35-39,Woman,China,I prefer not to answer,I have never written code,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,250-999 employees,
30-34,Woman,Canada,Bachelor’s degree,10-20 years,Data Scientist,Computers/Technology,"10,000 or more employees","80,000-89,999"
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
22-24,Man,India,Bachelor’s degree,I have never written code,,,,
35-39,Man,United Arab Emirates,Bachelor’s degree,I have never written code,Other,Other,"1000-9,999 employees","15,000-19,999"
35-39,Prefer not to say,South Korea,Doctoral degree,10-20 years,Data Scientist,Academics/Education,50-249 employees,"50,000-59,999"
30-34,Woman,United States of America,Master’s degree,5-10 years,Data Scientist,Online Service/Internet-based Services,50-249 employees,"200,000-249,999"
22-24,Man,Pakistan,No formal education past high school,3-5 years,,,,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
40-44,Woman,India,Doctoral degree,< 1 years,Teacher / professor,Academics/Education,0-49 employees,$0-999
25-29,Man,India,Master’s degree,1-3 years,Data Scientist,Online Service/Internet-based Services,"1000-9,999 employees","15,000-19,999"
35-39,Man,India,Master’s degree,5-10 years,Data Engineer,Online Service/Internet-based Services,"10,000 or more employees","1,000-1,999"
50-54,Man,Japan,Master’s degree,3-5 years,Data Engineer,Computers/Technology,"1000-9,999 employees","30,000-39,999"
50-54,Woman,Nigeria,Doctoral degree,< 1 years,,,,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
25-29,Woman,India,Master’s degree,10-20 years,Data Scientist,Computers/Technology,"10,000 or more employees","5,000-7,499"
30-34,Prefer not to say,I do not wish to disclose my location,I prefer not to answer,3-5 years,,,,
30-34,Man,United States of America,Master’s degree,3-5 years,Data Scientist,Academics/Education,"1000-9,999 employees","90,000-99,999"
22-24,Woman,South Korea,Bachelor’s degree,1-3 years,,,,
22-24,Man,India,Bachelor’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Other,0-49 employees,
18-21,Woman,India,Master’s degree,1-3 years,,,,
30-34,Man,United States of America,Master’s degree,5-10 years,Research Scientist,Medical/Pharmaceutical,0-49 employees,"150,000-199,999"
50-54,Man,United States of America,Doctoral degree,5-10 years,Teacher / professor,Academics/Education,50-249 employees,"60,000-69,999"
25-29,Woman,United States of America,Bachelor’s degree,5-10 years,Currently not employed,,,
25-29,Man,South Korea,Some college/university study without earning a bachelor’s degree,1-3 years,Data Engineer,Computers/Technology,0-49 employees,"2,000-2,999"
25-29,Man,India,Bachelor’s degree,1-3 years,,,,
35-39,Man,Other,Master’s degree,3-5 years,Data Engineer,Computers/Technology,0-49 employees,$0-999
35-39,Man,Chile,Bachelor’s degree,3-5 years,Data Scientist,Insurance/Risk Assessment,"1000-9,999 employees","3,000-3,999"
22-24,Woman,India,Master’s degree,I have never written code,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"10,000 or more employees",$0-999
40-44,Man,Other,Bachelor’s degree,1-3 years,Machine Learning/ MLops Engineer,Computers/Technology,0-49 employees,
60-69,Man,United States of America,Doctoral degree,20+ years,Research Scientist,Other,0-49 employees,$0-999
40-44,Man,Colombia,Master’s degree,< 1 years,,,,
22-24,Man,India,Bachelor’s degree,1-3 years,,,,
18-21,Woman,Indonesia,I prefer not to answer,I have never written code,,,,
30-34,Woman,India,Master’s degree,I have never written code,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Manufacturing/Fabrication,0-49 employees,$0-999
25-29,Man,Other,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
22-24,Man,India,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
18-21,Man,Tunisia,Master’s degree,1-3 years,,,,
25-29,Woman,India,,,,,,
22-24,Woman,Nigeria,Bachelor’s degree,< 1 years,,,,
45-49,Man,France,Bachelor’s degree,1-3 years,"Manager (Program, Project, Operations, Executive-level, etc)",Other,250-999 employees,"70,000-79,999"
60-69,Man,Japan,Doctoral degree,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Academics/Education,"1000-9,999 employees","90,000-99,999"
18-21,Man,Other,Master’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,5-10 years,,,,
55-59,Man,Australia,Doctoral degree,3-5 years,Teacher / professor,Academics/Education,50-249 employees,"150,000-199,999"
18-21,Woman,India,Bachelor’s degree,1-3 years,,,,
40-44,Woman,United States of America,Doctoral degree,20+ years,Data Scientist,Online Service/Internet-based Services,"1000-9,999 employees","250,000-299,999"
18-21,Man,India,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
45-49,Man,India,Doctoral degree,I have never written code,Teacher / professor,Academics/Education,250-999 employees,"7,500-9,999"
25-29,Man,India,Bachelor’s degree,< 1 years,Other,Marketing/CRM,250-999 employees,$0-999
25-29,Man,Ethiopia,Master’s degree,3-5 years,Software Engineer,Computers/Technology,0-49 employees,$0-999
35-39,Woman,India,Doctoral degree,< 1 years,,,,
22-24,Man,Pakistan,Master’s degree,< 1 years,,,,
30-34,Woman,Italy,Master’s degree,3-5 years,Data Scientist,Accounting/Finance,0-49 employees,"20,000-24,999"
30-34,Man,Brazil,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,250-999 employees,"2,000-2,999"
22-24,Man,Kenya,Bachelor’s degree,3-5 years,Machine Learning/ MLops Engineer,Computers/Technology,"10,000 or more employees","10,000-14,999"
22-24,Man,India,Master’s degree,< 1 years,,,,
35-39,Woman,United States of America,Bachelor’s degree,1-3 years,Engineer (non-software),Manufacturing/Fabrication,"10,000 or more employees",
25-29,Man,Cameroon,Bachelor’s degree,I have never written code,,,,
18-21,Woman,India,Bachelor’s degree,5-10 years,Software Engineer,Computers/Technology,"10,000 or more employees","25,000-29,999"
40-44,Man,Canada,Master’s degree,< 1 years,,,,
18-21,Man,Ukraine,No formal education past high school,I have never written code,,,,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
22-24,Man,Egypt,Master’s degree,< 1 years,,,,
50-54,Man,Other,Master’s degree,10-20 years,,,,
22-24,Woman,India,Bachelor’s degree,I have never written code,Engineer (non-software),Computers/Technology,"10,000 or more employees","7,500-9,999"
35-39,Man,Nigeria,Master’s degree,I have never written code,,,,
35-39,Man,United States of America,Doctoral degree,20+ years,Data Scientist,Insurance/Risk Assessment,250-999 employees,"200,000-249,999"
45-49,Man,Taiwan,I prefer not to answer,5-10 years,Teacher / professor,Academics/Education,250-999 employees,"2,000-2,999"
35-39,Man,Tunisia,,,,,,
25-29,Woman,Canada,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,I prefer not to answer,I have never written code,,,,
22-24,Man,India,Professional doctorate,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
22-24,Man,Viet Nam,Bachelor’s degree,1-3 years,,,,
22-24,Man,China,Bachelor’s degree,< 1 years,,,,
50-54,Man,Egypt,Doctoral degree,20+ years,Teacher / professor,Academics/Education,"1000-9,999 employees","30,000-39,999"
40-44,Man,United States of America,Master’s degree,10-20 years,Software Engineer,Computers/Technology,50-249 employees,"150,000-199,999"
25-29,Woman,South Korea,,,,,,
25-29,Woman,Poland,Master’s degree,< 1 years,,,,
18-21,Man,Ukraine,Bachelor’s degree,1-3 years,,,,
55-59,Man,Spain,I prefer not to answer,20+ years,,,,
22-24,Woman,India,Professional doctorate,1-3 years,Data Scientist,Insurance/Risk Assessment,0-49 employees,$0-999
18-21,Man,Spain,Bachelor’s degree,5-10 years,,,,
30-34,Woman,India,,,,,,
18-21,Woman,India,Master’s degree,1-3 years,,,,
35-39,Man,France,Master’s degree,5-10 years,Engineer (non-software),Other,"1000-9,999 employees","50,000-59,999"
40-44,Man,Nigeria,Master’s degree,< 1 years,,,,
30-34,Man,Israel,Master’s degree,3-5 years,Data Scientist,Insurance/Risk Assessment,250-999 employees,"200,000-249,999"
25-29,Man,Bangladesh,Master’s degree,5-10 years,,,,
18-21,Man,India,Bachelor’s degree,3-5 years,,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
18-21,Man,India,Master’s degree,3-5 years,Data Scientist,Marketing/CRM,0-49 employees,"25,000-29,999"
35-39,Man,Taiwan,Master’s degree,1-3 years,Engineer (non-software),Computers/Technology,0-49 employees,"30,000-39,999"
40-44,Man,United States of America,Doctoral degree,20+ years,Software Engineer,Online Service/Internet-based Services,"10,000 or more employees","$500,000-999,999"
25-29,Man,India,I prefer not to answer,I have never written code,,,,
30-34,Man,Italy,Master’s degree,3-5 years,Data Scientist,Marketing/CRM,50-249 employees,"40,000-49,999"
30-34,Man,Israel,Master’s degree,5-10 years,,,,
30-34,Man,Kenya,Master’s degree,5-10 years,,,,
25-29,Man,India,,,,,,
35-39,Man,United States of America,Master’s degree,< 1 years,,,,
22-24,Woman,India,Bachelor’s degree,< 1 years,Software Engineer,Non-profit/Service,0-49 employees,
22-24,Man,China,Master’s degree,3-5 years,,,,
40-44,Woman,India,Doctoral degree,1-3 years,Teacher / professor,Academics/Education,250-999 employees,
40-44,Man,India,I prefer not to answer,10-20 years,,,,
40-44,Man,Japan,Bachelor’s degree,20+ years,Data Engineer,Computers/Technology,"10,000 or more employees","40,000-49,999"
18-21,Man,Bangladesh,Bachelor’s degree,< 1 years,,,,
30-34,Man,Japan,Master’s degree,10-20 years,Data Scientist,Accounting/Finance,"1000-9,999 employees","5,000-7,499"
40-44,Man,Nigeria,Master’s degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Academics/Education,0-49 employees,$0-999
35-39,Man,United States of America,Master’s degree,1-3 years,,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
25-29,Man,Egypt,Bachelor’s degree,< 1 years,,,,
25-29,Man,Canada,Bachelor’s degree,< 1 years,Engineer (non-software),Manufacturing/Fabrication,"10,000 or more employees","90,000-99,999"
22-24,Man,Algeria,Doctoral degree,1-3 years,Data Scientist,Government/Public Service,250-999 employees,"20,000-24,999"
35-39,Man,India,Master’s degree,< 1 years,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,"1000-9,999 employees","20,000-24,999"
22-24,Man,Nigeria,Bachelor’s degree,< 1 years,,,,
18-21,Man,Thailand,No formal education past high school,I have never written code,Currently not employed,,,
35-39,Man,India,Doctoral degree,1-3 years,Teacher / professor,Computers/Technology,250-999 employees,$0-999
18-21,Man,India,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
25-29,Man,India,Master’s degree,3-5 years,,,,
35-39,Man,Germany,Master’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Online Service/Internet-based Services,"1000-9,999 employees","80,000-89,999"
30-34,Woman,Canada,,,,,,
30-34,Man,South Korea,Doctoral degree,< 1 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
